"Entrez GeneId","Gene Symbol","Name","Genome Location","Chr Band","Somatic","Germline","Tumour Types(Somatic)","Tumour Types(Germline)","Cancer Syndrome","Tissue Type","Molecular Genetics","Role in Cancer","Mutation Types","Translocation Partner","Other Germline Mut","Other Syndrome","Synonyms","Uniprot_ID","Annotation"
6917,"TCEA1","transcription elongation factor A (SII), 1","8:53970288-53984488","8q11.2","yes","","salivary adenoma","","","E","Dom","","T","PLAG1","","","ENSG00000187735,6917,TCEA1","P23193","5 out of 5"
6926,"TBX3","T-box 3","12:114671841-114683200","12q24.21","yes","","breast, large intestine, skin","","","E","Dom","oncogene/TSG","Mis, N, F, O","","yes","ulnar-mammary syndrome","TBX3-ISO,ENSG00000135111,6926,TBX3,O15119,XHL,UMS","O15119","5 out of 5"
6927,"HNF1A","HNF1 homeobox A","12:120978769-121001192","12q24.2","yes","yes","hepatic adenoma, hepatocellular","hepatic adenoma, hepatocellular carcinoma","familial hepatic adenoma","E","Rec","TSG","Mis, F","","yes","Maturity-onset diabetes of the young, TYPE III","HNF1,6927,HNF1A,ENSG00000135100,TCF1,MODY3,HNF1A,P20823,LFB1","P20823","5 out of 5"
6929,"TCF3","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)","19:1611707-1650248","19p13.3","yes","","pre B-ALL","","","L","Dom","","T","PBX1, HLF, TFPT","","","E2A,6929,TCF3,ENSG00000071564,P15923,MGC129648,MGC129647,ITF1","P15923","5 out of 5"
6934,"TCF7L2","transcription factor 7-like 2","10:112950757-113165972","10q25.3","yes","","colorectal","","","E","Dom","","T","VTI1A","","","ENSG00000148737,6934,TCF7L2,TCF-4","Q9NQB0","5 out of 5"
6938,"TCF12","transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)","15:56919914-57288514","15q21","yes","","extraskeletal myxoid chondrosarcoma","","","M","Dom","","T","NR4A3","","","HEB,6938,TCF12,ENSG00000140262,HsT17266,HTF4","Q99081","5 out of 5"
7015,"TERT","telomerase reverse transcriptase","5:1253728-1294989","5p15.33","yes","yes","melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types","melanoma","","E, O","Dom","","Promoter Mis","","yes","Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","EST2,TERT,Q8NG46,Q8N6C3,Q2XS35,O14783,O14746,7015,hEST2,TCS1,TRT,TP2","O14746","5 out of 5"
7030,"TFE3","transcription factor binding to IGHM enhancer 3","X:49030158-49043226","Xp11.22","yes","","papillary renal, alveolar soft part sarcoma, renal","","","E","Dom","","T","SFPQ, ASPSCR1, PRCC, NONO, CLTC","","","RCCP2,7030,TFE3,ENSG00000068323,TFEA","P19532","5 out of 5"
7037,"TFRC","transferrin receptor (p90, CD71)","3:196051942-196077099","3q29","yes","","NHL","","","L","Dom","","T","BCL6","","","P02786,7037,TFRC,ENSG00000072274,TFR1,CD71","P02786","5 out of 5"
7048,"TGFBR2","transforming growth factor beta receptor II","3:30606884-30691599","3p22","yes","yes","head and neck, colorectal","colorectal","Hereditary Nonpolyposis Colorectal Cancer type 6","E","Rec","TSG","Mis, F, N","","yes","Loeys-Dietz syndrome 2","AAT3,7048,TGFBR2,ENSG00000163513,P37173,TGFbeta-RII,RIIC,TAAD2,FAA3,TGFR-2,MFS2,HNPCC6","P37173","5 out of 5"
7080,"NKX2-1","NK2 homeobox 1","14:36517278-36519357","14q13","yes","","NSCLC","","","E","Dom","oncogene/TSG","A","","","","BCH,7080,NKX2-1,ENSG00000136352,P43699,TITF1,TEBP,BHC,NKX2A,TTF-1,NKX2_1,NK-2","P43699","5 out of 5"
7113,"TMPRSS2","transmembrane protease, serine 2","21:41466142-41498133","21q22.3","yes","","prostate","","","E","Dom","","T","ERG, ETV1, ETV4, ETV5","","","PRSS10,TMPRSS2,7113,ENSG00000184012,O15393","O15393","5 out of 5"
7128,"TNFAIP3","tumor necrosis factor, alpha-induced protein 3","6:137871228-137881319","6q23","yes","","marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL","","","L","Rec","","D, N, F","","","","TNFA1P2,7128,TNFAIP3,ENSG00000118503,OTUD7C,MGC138687,MGC104522,A20,MGC138688,P21580","P21580","5 out of 5"
7150,"TOP1","topoisomerase (DNA) I","20:41029068-41123297","20q12-q13.1","yes","","AML*","","","L","Dom","","T","NUP98","","","RP3-511B24_2,7150,TOP1,ENSG00000198900,TOPI,P11387","P11387","5 out of 5"
7157,"TP53","tumor protein p53","17:7669609-7676594","17p13","yes","yes","breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types","Li-Fraumeni syndrome","L, E, M, O","Rec","oncogene/TSG","Mis, N, F, T","NTRK1","","","TRP53,7157,TP53,ENSG00000141510,P04637,LFS1,P53,p53","P04637","5 out of 5"
7170,"TPM3","tropomyosin 3","1:154157639-154183119","1q22-q23","yes","","papillary thyroid, ALCL, NSCLC, Spitzoid tumour","","","E, L","Dom","TSG/fusion","T","NTRK1, ALK, ROS1","","","ENSG00000143549,7170,TPM3","P06753","5 out of 5"
7171,"TPM4","tropomyosin 4","19:16076567-16101347","19p13.1","yes","","ALCL","","","L","Dom","","T","ALK","","","P67936,TPM4,7171,ENSG00000167460","P67936","5 out of 5"
7175,"TPR","translocated promoter region","1:186313971-186375028","1q25","yes","","papillary thyroid, NSCLC","","","E","Dom","","T","NTRK1, ALK","","","P12270,TPR,7175","P12270","5 out of 5"
7248,"TSC1","tuberous sclerosis 1 gene","9:132896235-132928872","9q34","yes","yes","renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber","Tuberous sclerosis 1","E, O","Rec","TSG","D, Mis, N, F, S","","","","KIAA0243,TSC1,7248,ENSG00000165699,TSC,MGC86987,LAM,hamartin","Q92574","5 out of 5"
7249,"TSC2","tuberous sclerosis 2 gene","16:2048616-2088610","16p13.3","yes","yes","pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC","hamartoma, renal cell carcinoma, tuberous sclerosis tuber","Tuberous sclerosis 2","E, O","Rec","TSG","D, Mis, N, F, S","","","","FLJ43106,7249,TSC2,ENSG00000103197,LAM,tuberin,TSC4","P49815","5 out of 5"
7253,"TSHR","thyroid stimulating hormone receptor","14:80955681-81144353","14q31","yes","yes","toxic thyroid adenoma","thyroid adenoma","","E","Dom","","Mis","","yes","Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism","hTSHR-I,7253,TSHR,ENSG00000165409,MGC75129,LGR3","P16473","5 out of 5"
7307,"U2AF1","U2 small nuclear RNA auxiliary factor 1","21:43093102-43107494","21q22.3","yes","","CLL, MDS","","","L","Dom","oncogene","Mis","","","","ENSG00000160201,7307,U2AF1,Q01081,U2AFBP,U2AF35,RNU2AF1,RN,FP793,DKFZp313J1712","P0DN76","3 out of 5"
7307,"U2AF1","U2 small nuclear RNA auxiliary factor 1","21:43093102-43107494","21q22.3","yes","","CLL, MDS","","","L","Dom","oncogene","Mis","","","","ENSG00000160201,7307,U2AF1,Q01081,U2AFBP,U2AF35,RNU2AF1,RN,FP793,DKFZp313J1712","Q01081","5 out of 5"
7403,"KDM6A","lysine (K)-specific demethylase 6A, UTX","X:44873552-45111411","Xp11.2","yes","","renal cell carcinoma, bladder carcinoma, oesophageal SCC, MM, medulloblastoma, T-ALL, other tumour types","","","E, L","Rec","oncogene/TSG","D, N, F, S","","yes","Kabuki syndrome","O15550,UTX,KDM6A,7403,ENSG00000147050,DKFZp686A03225,RP13-886N14_3,MGC141941,bA386N14_2","O15550","5 out of 5"
7428,"VHL","von Hippel-Lindau syndrome gene","3:10141848-10149965","3p25","yes","yes","renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma","Von Hippel-Lindau syndrome","E, M, O","Rec","TSG","D, Mis, N, F, S","","","","HRCA1,P40337,7428,VHL,ENSG00000134086,RCA1,VHL1","P40337","5 out of 5"
7430,"EZR","ezrin","6:158766914-158818093","6q25.3","yes","","NSCLC","","","E","Dom","oncogene/fusion","T","ROS1","","","CVIL,7430,EZR,ENSG00000092820,P15311,MGC1584,FLJ26216,DKFZp762H157,CVL","P15311","5 out of 5"
7454,"WAS","Wiskott-Aldrich syndrome","X:48683854-48691162","Xp11.23-p11.22","","yes","","lymphoma","Wiskott-Aldrich syndrome","L","Rec/X","oncogene","Mis, N, F, S","","","","P42768,WAS,7454,ENSG00000015285,WASP,THC,IMD2","P42768","5 out of 5"
7468,"WHSC1","Wolf-Hirschhorn syndrome candidate 1(MMSET)","4:1900655-1978909","4p16.3","yes","","MM","","","L","Dom","","T","IGH","","","7468,O96028,WHS,TRX5,REIIBP,NSD2,MMSET,MGC176638,KIAA1090,FLJ23286,WHSC1","O96028","5 out of 5"
7486,"WRN","Werner syndrome (RECQL2)","8:31058448-31173102","8p12-p11.2","","yes","","osteosarcoma, meningioma, other tumour types","Werner syndrome","L, E, M, O","Rec","","Mis, N, F, S","","","","RECQL2,7486,WRN,ENSG00000165392,Q14191,RECQ3","Q14191","5 out of 5"
7490,"WT1","Wilms tumour 1 gene","11:32389058-32435141","11p13","yes","yes","Wilms tumour, desmoplastic small round cell tumour","Wilms tumour","Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour","O","Rec","","D, Mis, N, F, S, T","EWSR1","","","WAGR,7490,WT1,ENSG00000184937,WT33,GUD,WIT-2","P19544","5 out of 5"
7507,"XPA","xeroderma pigmentosum, complementation group A","9:97675439-97697292","9q22.3","","yes","","skin basal cell, skin squamous cell, melanoma","xeroderma pigmentosum (A)","E","Rec","TSG","Mis, N, F, S","","","","XPAC,7507,XPA,ENSG00000136936,XP1,P23025","P23025","5 out of 5"
7508,"XPC","xeroderma pigmentosum, complementation group C","3:14145941-14178568","3p25","","yes","","skin basal cell, skin squamous cell, melanoma","xeroderma pigmentosum (C)","E","Rec","TSG","Mis, N, F, S","","","","XP3,7508,XPC,ENSG00000154767,XPCC","Q01831","5 out of 5"
7514,"XPO1","exportin 1 (CRM1 homolog, yeast)","2:61478820-61533897","2p15","yes","","CLL","","","L","Dom","oncogene","Mis","","","","DKFZp686B1823,7514,XPO1,ENSG00000082898,O14980,CRM1","O14980","5 out of 5"
7531,"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)","17:1345447-1400110","17p13.3","yes","","endometrial stromal sarcoma","","","M","Dom","","T","NUTM2A, NUTM2B","yes","Miller-Dieker lissencephaly syndrome","P62258,7531,YWHAE,ENSG00000108953,14-3-3 epsilon,FLJ45465,MDS,MDCR,KCIP-1,14-3-3E","P62258","5 out of 5"
7555,"CNBP","CCHC-type zinc finger, nucleic acid binding protein","3:129170453-129171757","3q21","yes","","aneurysmal bone cyst","","","M","Dom","TSG","T","USP6","","","P62633,7555,CNBP,ENSG00000169714,ZNF9,RNF163,DM2,CNBP","P62633","5 out of 5"
7704,"ZBTB16","zinc finger and BTB domain containing 16","11:114063302-114250556","11q23.1","yes","","APL","","","L","Dom","","T","RARA","","","Q05516,7704,ZBTB16,ENSG00000109906,ZNF145,PLZF","Q05516","5 out of 5"
7750,"ZNF198","zinc finger protein 198","13:19993073-20086014","13q11-q12","yes","","MPN, NHL","","","L","Dom","","T","FGFR1","","","ZNF198,Q9UBW7,SCLL,RAMP,MYM,FIM,7750","Q9UBW7","5 out of 5"
7849,"PAX8","paired box gene 8","2:113218533-113278394","2q12-q14","yes","","follicular thyroid","","","E","Dom","","T","PPARG","yes","Thyroid dysgenesis","ENSG00000125618,7849,PAX8","Q06710","5 out of 5"
7852,"CXCR4","C-X-C motif chemokine receptor 4","2:136114869-136115939","2q21","yes","yes","Waldenstrom macroglobulinaemia","","","L","Dom","oncogene","Mis, N, F","","","","D2S201E,7852,CXCR4,ENSG00000121966,P61073,NPYY3R,NPY3R,HM89,NPYRL,LESTR,HSY3RR,LCR1,fusin,WHIM,NPYR,FB22,CD184","P61073","5 out of 5"
7913,"DEK","DEK oncogene (DNA binding)","6:18225719-18263987","6p23","yes","","AML","","","L","Dom","oncogene/fusion","T","NUP214","","","D6S231E,7913,DEK,ENSG00000124795,P35659","P35659","5 out of 5"
7942,"TFEB","transcription factor EB","6:41684599-41691213","6p21","yes","","renal cell carcinoma (childhood epithelioid)","","","E,M","Dom","","T","ALPHA","","","TCFEB,TFEB,7942,ENSG00000112561,P19484,AlphaTFEB","P19484","5 out of 5"
7994,"KAT6A","K(lysine) acetyltransferase 6A","8:-","8p11","yes","","AML","","","L","Dom","oncogene/fusion","T","CREBBP, NCOA2, EP300","","","","Q92794","5 out of 5"
8013,"NR4A3","nuclear receptor subfamily 4, group A, member 3 (NOR1)","9:99828041-99863867","9q22","yes","","extraskeletal myxoid chondrosarcoma","","","M","Dom","","T","EWSR1, TAF15, TCF12, TFG","","","MINOR,NR4A3,8013,ENSG00000119508,Q92570,CHN,NOR1,CSMF","Q92570","5 out of 5"
8019,"BRD3","bromodomain containing 3","9:134033590-134053477","9q34","yes","","lethal midline carcinoma of young people","","","E","Dom","oncogene","T","NUTM1","","","KIAA0043,8019,BRD3,ENSG00000169925,Q15059,ORFX,RING3L","Q15059","5 out of 5"
8021,"NUP214","nucleoporin 214kDa (CAN)","9:131125705-131233487","9q34.1","yes","","AML, T-ALL","","","L","Dom","oncogene/fusion","T","DEK, SET, ABL1","","","ENSG00000126883,NUP214,8021,MGC104525,D9S46E,RP11-544A12_7,N214,CAIN,P35658,CAN","P35658","5 out of 5"
8028,"MLLT10","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (AF10)","10:21534646-21740235","10p12","yes","","AL","","","L","Dom","","T","KMT2A, PICALM, CDK6","","","P55197,MLLT10,8028,ENSG00000078403,AF10","P55197","5 out of 5"
8030,"CCDC6","coiled-coil domain containing 6","10:59792917-59906424","10q21","yes","","papillary thyroid, CML, NSCLC","","","E","Dom","TSG","T","RET, PDGFRB","","","D10S170,8030,CCDC6,ENSG00000108091,Q16204,TPC,H4,TST1,PTC","Q16204","5 out of 5"
8031,"NCOA4","nuclear receptor coactivator 4 - PTC3 (ELE1)","10:51579142-51586417","10q11.2","yes","","papillary thyroid","","","E","Dom","TSG/fusion","T","RET","","","RP11-481A12_4,NCOA4,8031,ENSG00000138293,PTC3,ELE1,Q13772,RFG,DKFZp762E1112,ARA70","Q13772","5 out of 5"
8085,"KMT2D","lysine (K)-specific methyltransferase 2D","12:49021780-49055324","12q13.12","yes","","medulloblastoma, renal","","","O, E","Rec","oncogene/TSG","N, F, Mis","","","","ENSG00000167548,KMT2D,8085,MLL2","O14686","5 out of 5"
8091,"HMGA2","high mobility group AT-hook 2 (HMGIC)","12:65825271-65963292","12q15","yes","","lipoma, leiomyoma, pleomorphic salivary gland adenoma","","","M","Dom","oncogene/fusion","T","LHFP, RAD51B, LPP, COX6C, ACKR3, NFIB, ALDH2, CCNB1IP1, EBF1, WIF1, FHIT","","","HMGI-C,HMGA2,8091,ENSG00000149948,LIPO,HMGIC,BABL","P52926","5 out of 5"
8115,"TCL1A","T-cell leukemia/lymphoma 1A","14:95711755-95714066","14q32.1","yes","","T-CLL","","","L","Dom","","T","TRA","","","P56279,TCL1A,8115,ENSG00000100721,TCL1","P56279","5 out of 5"
8148,"TAF15","TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa","17:35809571-35846946","17q11.1-q11.2","yes","","extraskeletal myxoid chondrosarcoma, ALL","","","L, M","Dom","","T","NR4A3, CHN1, ZNF384","","","hTAFII68,8148,TAF15,ENSG00000172660,TAF2N,RBP56,Npl3,Q92804","Q92804","5 out of 5"
8178,"ELL","ELL gene (11-19 lysine-rich leukemia gene)","19:18444752-18522055","19p13.1","yes","","AL","","","L","Dom","oncogene/fusion","T","KMT2A","","","P55199,8178,ELL,ENSG00000105656,ELL1,C19orf17,Men","P55199","5 out of 5"
8216,"LZTR1","leucine-zipper-like transcription regulator 1","22:20982372-20997348","22q11.21","yes","yes","glioblastoma","glioblastoma, schwannoma","Schwannomatosis-2","E","Dom","TSG","Mis, F, N","","yes","Noonan syndrome 10","ENSG00000099949,8216,LZTR1,Q8N653,TCFL2,MGC21205,LZTR-1","Q8N653","5 out of 5"
8218,"CLTCL1","clathrin, heavy polypeptide-like 1","22:19180219-19291641","22q11.21","yes","","ALCL","","","L","Dom","TSG","T","?","","","CLTCL,8218,CLTCL1,ENSG00000070371,P53675","P53675","5 out of 5"
8233,"ZRSR2","zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2","X:15790496-15823242","Xp22.1","yes","","MDS, CLL","","","L","Rec","","F, S, Mis","","","","URP,8233,ZRSR2,ENSG00000169249,U2AF1RS2,MGC142040,U2AF1L2,U2AF1-RS2,MGC142014","Q15696","5 out of 5"
8241,"RBM10","RNA binding motif protein 10","X:47147482-47186599","Xp11.3","yes","","lung adenocarcinoma","","","E","Rec/X","TSG","Mis, F, N","","yes","TARP syndrome","GPATC9,8241,RBM10,ENSG00000182872,CTD-2522E6_5,GPATCH9,KIAA0122,P98175,MGC1132,DXS8237E,ZRANB5,MGC997","P98175","5 out of 5"
8242,"KDM5C","lysine (K)-specific demethylase 5C (JARID1C)","X:53192967-53224889","Xp11.22-p11.21","yes","","clear cell renal carcinoma","","","E","Rec","TSG","N, F, S, Mis","","yes","X-linked mental retardation syndromic Claes-Jensen-type.","XE169,SMCX,JARID1C,8242,KDM5C,ENSG00000126012,DXS1272E,MRXSJ,MRXJ,RP11-258C19_2","P41229","5 out of 5"
8289,"ARID1A","AT rich interactive domain 1A (SWI-like)","1:26696404-26780756","1p35.3","yes","","clear cell ovarian carcinoma, RCC, breast","","","E","Rec","TSG","Mis, N, F, S, D, T","MAST2","","","BAF250,ARID1A,8289,ENSG00000117713,SMARCF1,C1orf4,BM029,B120,RP1-50O24_1,P270,BAF250a","O14497","5 out of 5"
8294,"HIST1H4I","histone 1, H4i (H4FM)","6:27107089-27107660","6p21.3","yes","","NHL","","","L","Dom","","T","BCL6","","","MGC24116,8294,HIST1H4I,P62805","P62805","5 out of 5"
8295,"TRRAP","transformation/transcription domain-associated protein","7:98881151-99012355","7q21.2-q22.1","yes","","melanoma","","","E","Dom","oncogene","Mis","","","","TR-AP,8295,TRRAP,ENSG00000196367,Q9Y4A5,PAF400,PAF350/400,FLJ10671,STAF40,Tra1","Q9Y4A5","5 out of 5"
8301,"PICALM","phosphatidylinositol binding clathrin assembly protein (CALM)","11:85959046-86068780","11q14","yes","","T-ALL, AML","","","L","Dom","","T","MLLT10, KMT2A","","","CLTH,8301,PICALM,ENSG00000073921,CALM,Q13492","Q13492","5 out of 5"
8312,"AXIN1","axin 1","16:288122-347025","16p13.3","yes","","colorectal, endometrial, prostate, hepatocellular carcinoma, hepatoblastoma, sporadic medulloblastoma","","","E, O","Rec","TSG","D, Mis, N, F, S","","","","LA16c-314G4_3,8312,AXIN1,ENSG00000103126,O15169,AXIN,MGC52315","O15169","5 out of 5"
8313,"AXIN2","axin 2","17:65529976-65558620","17q24.1","yes","yes","colorectal carcinoma, stomach carcinoma, hepatocellular carcinoma","colorectal carcinoma","oligodontia-colorectal cancer syndrome","E","Rec","TSG","Mis, F, N","","","","AXIL,8313,AXIN2,ENSG00000168646,MGC126582,DKFZp781B0869","Q9Y2T1","5 out of 5"
8314,"BAP1","BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)","3:52402288-52409878","3p21.31-p21.2","yes","yes","uveal melanoma, breast, NSCLC, RCC","mesothelioma, uveal melanoma","","E","Rec","TSG","N, Mis, F, S, O","","","","DKFZp686N04275,8314,BAP1,ENSG00000163930,Q92560,KIAA0272,hucep-6,HUCEP-13,FLJ37180,FLJ35406","Q92560","5 out of 5"
8358,"HIST1H3B","histone cluster 1, H3b","6:26031650-26032060","6p22.1","yes","","glioma","","","O","Dom","oncogene","Mis","","","","HIST1H3B,H3_1,P68431,H3FJ,H3/j,H3FF,H3/f,H3_f,H3FK,H3F1K,H3/k,H3FH,H3/h,H3FI,H3/i,H3FD,H3/d,H3FB,H3/b,H3FC,H3/c,H3FL,H3/l,H3FA,H3/A,ENSG00000124693,8358","P68431","5 out of 5"
8405,"SPOP","speckle type POZ protein","17:49600378-49622810","17q21.33","yes","yes","prostate, endometrial","prostate cancer","","E","Rec","","Mis","","","","TEF2,8405,SPOP,ENSG00000121067,O43791","O43791","5 out of 5"
8493,"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D","17:60600415-60663552","17q23.3","yes","","glioma, ovarian cancer, breast cancer","","","E","Dom","oncogene","A, Mis, N, F","","","","Wip1,PPM1D,8493,ENSG00000170836,O15297,WIP1,PP2C-DELTA","O15297","5 out of 5"
8496,"PPFIBP1","PTPRF interacting protein, binding protein 1 (liprin beta 1)","12:27633397-27692882","12p12.1","yes","","Spitzoid tumour, inflammatory myofibroblastic tumour","","","E, M","Dom","","T","ROS1, ALK","","","L2,8496,PPFIBP1,ENSG00000110841,hSGT2,hSgt2p","Q86W92","5 out of 5"
8522,"GAS7","growth arrest-specific 7","17:9917228-10198390","17p","yes","","AML*","","","L","Dom","","T","KMT2A","","","O60861,8522,GAS7,ENSG00000007237,MGC1348,MLL/GAS7,KIAA0394","O60861","5 out of 5"
8626,"TP63","tumor protein p63","3:189631516-189894502","3q28","yes","yes","HNSCC, DLBCL","NSCLC","","E","","oncogene/TSG","Mis, N, T","TBL1XR1","yes","associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation","EEC3,8626,TP63,ENSG00000073282,p73H,p63,Q9H3D4,TP73L,p51,OFC8,KET,RHS,B(p51B),B(p51A),TP63,SHFM4,LMS,p73L","Q9H3D4","5 out of 5"
8648,"NCOA1","nuclear receptor coactivator 1","2:24658678-24768391","2p23","yes","","alveolar rhabdomyosarcoma","","","M","Dom","","T","PAX3","","","RIP160,NCOA1,8648,ENSG00000084676,NCoA-1,SRC1,MGC129719,MGC129720,F-SRC-1","Q15788","5 out of 5"
8651,"SOCS1","suppressor of cytokine signaling 1","16:11254843-11255478","16p13.13","yes","","Hodgkin lymphoma, PMBL","","","L","Rec","TSG","F, O","","","","O15524,SOCS1,8651,ENSG00000185338,SOCS-1,SSI-1,SSI1,Cish1,JAB,CISH1,CIS1,TIP3","O15524","5 out of 5"
8764,"TNFRSF14","tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)","1:2556665-2563273","1p36.32","yes","","follicular lymphoma","","","L","Rec","","Mis, N, F","","","","Q92956,TNFRSF14,8764,ENSG00000157873,TR2,ATAR,LIGHTR,HVEM,HVEA","Q92956","5 out of 5"
8805,"TRIM24","tripartite motif containing 24","7:138460549-138584951","7q32-q34","yes","","APL","","","L","Dom","oncogene","T","RARA","","","O15164,TRIM24,8805,ENSG00000122779,TIF1ALPHA,TF1A,TIF1A,hTIF1,Tif1a,TIF1,RNF82,PTC6","O15164","5 out of 5"
8833,"GMPS","guanine monphosphate synthetase","3:155870871-155937692","3q24","yes","","AML","","","L","Dom","","T","KMT2A","","","ENSG00000163655,GMPS,8833","P49915","5 out of 5"
8880,"FUBP1","far upstream element (FUSE) binding protein 1","1:77949146-77979004","1p13.1","yes","","oligodendroglioma","","","O","Rec","oncogene","F, N","","","","FBP,FUBP1,8880,ENSG00000162613,FUBP","Q96AE4","5 out of 5"
8915,"BCL10","B-cell CLL/lymphoma 10","1:85267627-85276352","1p22","yes","","MALT","","","L","Dom","TSG/fusion","T","IGH","","","CIPER,BCL10,8915,ENSG00000142867,c-E10,CARMEN,mE10,CLAP","O95999","5 out of 5"
8929,"PHOX2B","paired-like homeobox 2b","4:41745807-41748610","4p12","yes","yes","neuroblastoma","neuroblastoma","familial neuroblastoma","O","Rec","","Mis, F","","yes","Congenital central hypoventilation syndrome","PHOX2B,8929","Q99453","5 out of 5"
9098,"USP6","ubiquitin specific peptidase 6 (Tre-2 oncogene)","17:5130368-5148597","17p13","yes","","aneurysmal bone cyst","","","M","Dom","","T","COL1A1, CDH11, CNBP, OMD, THRAP3","","","TRE2,9098,USP6,ENSG00000129204,TRE17,Tre-2,HRP1","P35125","5 out of 5"
9101,"USP8","ubiquitin specific peptidase 8","15:50439074-50499088","15q21.1","yes","","corticotroph adenoma","","","E","Dom","oncogene","Mis, N","","","","FLJ34456,9101,USP8,ENSG00000138592,KIAA0055,P40818,MGC129718,UBPY,HumORF8","P40818","5 out of 5"
9135,"RABEP1","rabaptin, RAB GTPase binding effector protein 1","17:5282488-5383224","17p13.2","yes","","CMML","","","L","Dom","","T","PDGFRB","","","Q15276,RABEP1,9135,ENSG00000029725,RAB5EP,neurocrescin,RABPT5,rabaptin-5","Q15276","5 out of 5"
9159,"PCSK7","proprotein convertase subtilisin/kexin type 7","11:117205997-117229844","11q23.3","yes","","MLCLS","","","L","Dom","","T","IGH","","","Q16549,PCSK7,9159,ENSG00000160613,PC8,SPC7,PC7,LPC","Q16549","5 out of 5"
9175,"MAP3K13","mitogen-activated protein kinase kinase kinase 13","3:185428582-185482456","3q27","yes","","breast","","","E","Rec","oncogene/TSG","F","","","","MGC133196,9175,MAP3K13,ENSG00000073803,LZK","O43283","5 out of 5"
9314,"KLF4","Kruppel-like factor 4","9:107485751-107489172","9q31","yes","","meningioma","","","O","Dom","oncogene/TSG","Mis","","","","EZF,KLF4,9314,ENSG00000136826,GKLF,O43474","O43474","5 out of 5"
9321,"TRIP11","thyroid hormone receptor interactor 11","14:91969673-92039685","14q31-q32","yes","","AML","","","L","Dom","","T","PDGFRB","","","Q15643,9321,TRIP11,ENSG00000100815,Trip230,CEV14","Q15643","5 out of 5"
9401,"RECQL4","RecQ protein-like 4","8:144511431-144517784","8q24.3","","yes","","osteosarcoma, skin basal cell, skin sqamous cell","Rothmund-Thompson syndrome","M","Rec","","N, F, S","","","","RecQ4,9401,RECQL4,ENSG00000160957,RECQ4,RTS","O94761","5 out of 5"
9444,"QKI","QKI, KH domain containing, RNA binding","6:163415194-163570710","6q26","yes","","angiocentric glioma, colorectal cancer","","","E, O","Dom","oncogene/TSG","Mis, F, T","MYB","","","Hqk,QKI,9444,ENSG00000112531,Q96PU8,QK3,DKFZp586I0923,QK","Q96PU8","5 out of 5"
9582,"APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B","22:38982454-38992445","22q13.1","","yes","","breast cancer","","E","Rec","oncogene/TSG","D","","","","ARP4,9582,APOBEC3B,ENSG00000179750,DJ742C19_2,_phorbolin 3_,PHRBNL,FLJ21201,Q9UH17,bK150C2_2,APOBEC1L,ARCD3","Q9UH17","5 out of 5"
9611,"NCOR1","nuclear receptor corepressor 1","17:16032296-16194569","17p11.2","yes","","breast","","","E","Rec","TSG","Mis, F, N, O","","yes","Ulnar-mammary syndrome","hCIT529I10,NCOR1,9611,ENSG00000141027,N-CoR,MGC104216,TRAC1,O75376,hN-CoR,KIAA1047","O75376","5 out of 5"
9612,"NCOR2","nuclear receptor corepressor 2","12:124325402-124495251","12q24","yes","","prostate","","","E","Dom","TSG","Mis, F, N, O","","","","SMRTE-tau,NCOR2,9612,ENSG00000196498,SMRTE,TNRC14,TRAC-1,SMRT,CTG26,TRAC1","Q9Y618","5 out of 5"
9659,"PDE4DIP","phosphodiesterase 4D interacting protein (myomegalin)","1:148889754-149031985","1q12","yes","","MPN","","","L","Dom","","T","PDGFRB","","","ENSG00000178104,PDE4DIP,9659","Q5VU43","5 out of 5"
