ID,Organelle,Manual_annotation
Q8WWI1;Q8WWI1-4;Q8WWI1-2;Q8WWI1-5,,
Q8WWI5;Q8WWI5-3;Q8WWI5-2,Mitochondrion,
Q8WWK9-6;Q8WWK9-5;Q8WWK9;Q8WWK9-4,Cytoplasm,
Q8WWM7,,
Q8WWQ0,Nucleus,
Q8WWV3;Q8WWV3-2;Q8WWV3-3,Mitochondrion,
Q8WWY3,Nucleus,
Q8WX92,Nucleus,
Q8WX93-3;Q8WX93;Q8WX93-8;Q8WX93-5;Q8WX93-4;Q8WX93-2;Q8WX93-9,Cytoplasm,
Q8WXA9-2;Q8WXA9,Nucleus,
Q8WXD5,,
Q8WXE1-2;Q8WXE1;Q8WXE1-5,Nucleus,
Q8WXF1;Q8WXF1-2,,
Q8WXG6-4;Q8WXG6-2;Q8WXG6-8;Q8WXG6-5;Q8WXG6-3;Q8WXG6,Cytoplasm,
Q8WXH0;Q8WXH0-2,,
Q8WXI9,Nucleus,
Q8WXX5,,
Q8WY22,Mitochondrion,
Q8WYA6;Q8WYA6-4;Q8WYA6-2;Q8WYA6-3,,mRNA splicing
Q8WYJ6;Q8WYJ6-2,Cytoplasm,
Q8WYP5;Q8WYP5-3;Q8WYP5-2,,
Q8WZ82,,
Q8WZA0-2;Q8WZA0,,
Q8WZA9,,
Q92466;Q92466-4;Q92466-2,Nucleus,
Q92499;Q92499-3;Q92499-2,,
Q92503;Q92503-2;Q92503-3,Cytoplasm,
Q92504,ER,
Q92506,Mitochondrion,
Q92520,Secreted,
Q92522,Nucleus,
Q92530,ER,
Q92538-3;Q92538-2;Q92538,Cytoplasm,
Q92540-2;Q92540;Q92540-4;Q92540-5,,
Q92541,Nucleus,
Q92542-2;Q92542,,
Q92544,,
Q92547,,
Q92552;Q92552-2,Mitochondrion,
Q92556;Q92556-3,Cytoplasm,
Q92572,,
Q92574;Q92574-2,Cytoplasm,
Q92575,,
Q92576-2;Q92576,,
Q92597;Q92597-3;Q92597-2,,
Q92598;Q92598-2,Cytoplasm,
Q92599-2;Q92599-4;Q92599;Q92599-3,Cytoplasm,
Q92600;Q92600-2;Q92600-3,,
Q92604,ER,
Q92608,Cytoplasm,
Q92609;Q92609-2,,
Q92610,Nucleus,
Q92614-4;Q92614;Q92614-2;Q92614-5,Cytoplasm,
Q92615,Cytoplasm,
Q92616,Cytoplasm,
Q92619;Q92619-2,,Rho GTPase regulation
Q92620,Nucleus,
Q92621,Nucleus,Nuclear pore
Q92625,Cytoplasm,
Q92626,Secreted,
Q92643;Q92643-2,ER,
Q92665,Mitochondrion,
Q92667;Q92667-2,Mitochondrion,
Q92673,Secreted,
Q92688-2;Q92688,,
Q92696,,
Q92733,Nucleus,
Q92734-2;Q92734;Q92734-4;Q92734-3,,
Q92747;Q92747-2,Cytoplasm,
Q92759,Nucleus,
Q92769;Q92769-3,,
Q92783-2;Q92783,Cytoplasm,
Q92785;Q92785-2,,
Q92793;Q92793-2,,
Q92797,,
Q92804-2;Q92804,,
Q92817,Cytoplasm,
Q92820,Secreted,
Q92835-2;Q92835,Cytoplasm,
Q92841;Q92841-1;Q92841-2,Nucleolus,
Q92854,,
Q92878;Q92878-2;Q92878-3,Nucleus,
Q92879-2;Q92879-3;Q92879;Q92879-6,,mRNA splicing
Q92882,Cytoplasm,
Q92888;Q92888-3;Q92888-2;Q92888-4,Cytoplasm,
Q92889,Nucleus,
Q92890;Q92890-1;Q92890-3,,
Q92896;Q92896-2;Q92896-3,,
Q92900,,
Q92905,,
Q92917,Nucleus,
Q92922,Nucleus,
Q92925-3;Q92925,Nucleus,
Q92930,,
Q92945,,
Q92947;Q92947-2,Mitochondrion,
Q92973-2;Q92973;Q92973-3,,
Q92974-2;Q92974;Q92974-3,Cytoplasm,
Q92979,Nucleolus,nucleolar rRNA processing
Q92990;Q92990-2,,
Q92995,,
Q93008;Q93008-1,Cytoplasm,
Q93009;Q93009-3,,
Q93034,,
Q93045-2;Q93045,Cytoplasm,
Q93050-1;Q93050;Q93050-3,,
Q93052,,
Q93062-3;Q93062-4;Q93062-5;Q93062;Q93062-2,,
Q93074-3;Q93074;Q93074-2,Nucleus,
Q93077,Nucleus,
Q93084-3;Q93084;Q93084-6;Q93084-5;Q93084-4;Q93084-7,,
Q93100-3;Q93100-4;Q93100;Q93100-2,,
Q969E2-2;Q969E2;Q969E2-3,,
Q969E4;Q6IPX3,Nucleus,
Q969F9,Cytoplasm,
Q969G3-2;Q969G3;Q969G3-6;Q969G3-5;Q969G3-3;Q969G3-4,Nucleus,
Q969H8,Secreted,
Q969J3;Q969J3-2,,
Q969M3;Q969M3-3;Q969M3-2,ER,
Q969N2-5;Q969N2;Q969N2-4;Q969N2-2;Q969N2-6,ER,
Q969Q0,Cytoplasm,
Q969Q5,Cytoplasm,
Q969S3,,
Q969S9-3;Q969S9;Q969S9-2;Q969S9-4;Q969S9-5,Mitochondrion,
Q969T9,,
Q969U7-2;Q969U7,Nucleus,
Q969V3-2;Q969V3,ER,
Q969X5;Q969X5-2,ER,
Q969X6;Q969X6-3;Q969X6-2,Nucleolus,nucleolar rRNA processing
Q969Z0;Q969Z0-2,Mitochondrion,
Q96A26,Mitochondrion,
Q96A33;Q96A33-2,,
Q96A35,Mitochondrion,
Q96A49,,
Q96A57-2;Q96A57,,
Q96A65,,
Q96A72,Nucleus,EJC
Q96AA3,,
Q96AB3;Q96AB3-3,,
Q96AC1;Q96AC1-3;Q96AC1-2,,
Q96AE4,Nucleus,
Q96AE4-2,Nucleus,
Q96AG4,,
Q96AJ9-1;Q96AJ9,,
Q96AP7,,
Q96AQ6;Q96AQ6-2;Q96AQ6-3,,
Q96AQ8,Mitochondrion,
Q96AT1,,
Q96AT9;Q96AT9-4;Q96AT9-2,,
Q96AX1,,
Q96AY3,ER,
Q96AZ6,,
Q96B26,,
Q96B45,,
Q96B97,Cytoplasm,
Q96BH1,,
Q96BJ3;Q96BJ3-3,,
Q96BM9,,
Q96BN8,Cytoplasm,
Q96BP2,,
Q96BP3;Q96BP3-2,Nucleus,
Q96BR5,Mitochondrion,
Q96BW5-2;Q96BW5,,
Q96BW9-3;Q96BW9-2,Mitochondrion,
Q96BX8,,
Q96BY6,,
Q96BY7,,
Q96C01,,
Q96C19,,
Q96C23,Cytoplasm,
Q96C36,Mitochondrion,
Q96C86,,
Q96C90,Cytoplasm,
Q96CB8,Nucleus,
Q96CB9,Mitochondrion,
Q96CG3,,
Q96CM8-3;Q96CM8;Q96CM8-2;Q96CM8-4,Mitochondrion,
Q96CN7,,
Q96CN9,Cytoplasm,
Q96CP2,,
Q96CS3,ER,
Q96CT7,Cytoplasm,
Q96CU9,Mitochondrion,
Q96CV9;Q96CV9-2;Q96CV9-3,Cytoplasm,
Q96CW1,,
Q96CW5;Q96CW5-2,Cytoplasm,
Q96CX2,,
Q96D46,,
Q96D71-3;Q96D71;Q96D71-4;Q96D71-2,,
Q96DA6;Q96DA6-2,Mitochondrion,
Q96DB5;Q96DB5-2;Q96DB5-3,Cytoplasm,
Q96DE0;Q96DE0-4;Q96DE0-2,,
Q96DG6,Cytoplasm,
Q96DH6-2,Cytoplasm,
Q96DI7;Q96DI7-2,Nucleus,mRNA splicing
Q96DM3,,
Q96DV4,Mitochondrion,
Q96DZ1;Q96DZ1-3;Q96DZ1-2,ER,
Q96E11-3;Q96E11;Q96E11-8;Q96E11-2,Mitochondrion,
Q96E29;Q96E29-3;Q96E29-2,Mitochondrion,
Q96E39,Nucleus,
Q96EB1;Q96EB1-3,,
Q96EE3;Q96EE3-1,Nucleus,Nuclear pore
Q96EK4,,
Q96EK5,Cytoplasm,
Q96EK6,,
Q96EK7;Q96EK7-2,Nucleus,
Q96EK9,,
Q96EL2,Mitochondrion,
Q96EL3,Mitochondrion,
Q96EP0;Q96EP0-3,Cytoplasm,
Q96EP5;Q96EP5-2,,
Q96ER3,,
Q96ER9;Q96ER9-2,,
Q96ES7,Nucleus,
Q96EV2,,
Q96EY1,Mitochondrion,
Q96EY4,,
Q96EY5;Q96EY5-3;Q96EY5-2,,
Q96EY7,Mitochondrion,
Q96EY8,Mitochondrion,
Q96F07-2,,
Q96F86,Cytoplasm,
Q96FJ2,Cytoplasm,
Q96FK6,,
Q96FQ6,,
Q96FS4,,
Q96FV2;Q96FV2-2,,
Q96FV9,,
Q96FW1,Cytoplasm,
Q96FX7,Nucleus,
Q96FZ2,,
Q96FZ7,,
Q96G03,Cytoplasm,
Q96G21,Nucleolus,
Q96G23,,
Q96G46;Q96G46-2;Q96G46-3,,
Q96GA3,,
Q96GA7,,
Q96GC5-3;Q96GC5,Mitochondrion,
Q96GC9;Q96GC9-2,ER,
Q96GD0,Cytoplasm,
Q96GD4;Q96GD4-5;Q96GD4-4,,
Q96GG9,Nucleus,
Q96GK7,,
Q96GM5;Q96GM5-2,Nucleus,
Q96GM8;Q96GM8-2,Nucleolus,
Q96GQ5,,
Q96GQ7,Nucleolus,nucleolar rRNA processing
Q96GW9,Mitochondrion,
Q96GX9;Q96GX9-3,Cytoplasm,
Q96H20;Q96H20-2,,
Q96H79,,
Q96HA7;Q96HA7-2,,
Q96HC4,Cytoplasm,
Q96HE7,ER,
Q96HJ9-2;Q9Y383-3,,
Q96HP0,Cytoplasm,
Q96HR3-2;Q96HR3,Nucleus,
Q96HR8-2;Q96HR8,,
Q96HS1;Q96HS1-2,Mitochondrion,
Q96HV5,,
Q96HW7;Q96HW7-2,Nucleus,
Q96HY6,ER,
Q96HY7,Mitochondrion,
Q96I15;Q96I15-2,Cytoplasm,
Q96I24;Q96I24-2,Nucleus,
Q96I25,Nucleus,mRNA splicing
Q96I51,,
Q96I59,Mitochondrion,
Q96I99;Q96I99-2,Mitochondrion,
Q96II8;Q96II8-4;Q96II8-2;Q96II8-3,Secreted,
Q96IJ6;Q96IJ6-2,Cytoplasm,
Q96IU4,,
Q96IV0-2,Cytoplasm,
Q96IW7,ER,
Q96IX5,Mitochondrion,ATP synthase
Q96IZ0,,
Q96J01,Nucleus,
Q96J02;Q96J02-2;Q96J02-3,,
Q96JB2;Q96JB2-2,,
Q96JB5;Q96JB5-2;Q96JB5-3,,
Q96JC1-2;Q96JC1,Cytoplasm,
Q96JG6,,
Q96JH7,ER,
Q96JI7;Q96JI7-2,,
Q96JJ3;Q96JJ3-3,Cytoplasm,
Q96JJ7;Q96JJ7-2,ER,
Q96JM3,,
Q96JP5;Q96JP5-2,Nucleus,
Q96JQ2,,
Q96K17,,
Q96K37,,
Q96K76-4;Q96K76-2,Cytoplasm,
Q96KA5-2;Q96KA5,,
Q96KB5;Q96KB5-2,,
Q96KC8,,
Q96KG9-2;Q96KG9-3;Q96KG9;Q96KG9-4;Q96KG9-5;Q96KG9-6,,
Q96KK5;P0C0S8;Q99878,Nucleus,
Q96KP1,,
Q96KP4;Q96KP4-2,Cytoplasm,
Q96KQ7-2;Q96KQ7,Nucleus,
Q96KR1,,
Q96L91-5;Q96L91-2;Q96L91;Q96L91-4,Nucleus,
Q96L92;Q96L92-3;Q96L92-2,Cytoplasm,
Q96LA8;Q96LA8-2,Nucleus,
Q96LD4;Q96LD4-2,,
Q96LD8,,
Q96LI5;Q96LI5-2,,
Q96LJ7,,
Q96LR5,,
Q96LW7-2;Q96LW7,,
Q96M27,,
Q96ME1-4;Q96ME1-2;Q96ME1,,
Q96MG7,,
Q96MU7;Q96MU7-2,Nucleus,
Q96MW1;Q96MW1-2,,
Q96MW5,,
Q96MX6;Q96MX6-2,,
Q96N66;Q96N66-3;Q96N66-2,,
Q96N67-4;Q96N67-2;Q96N67-3;Q96N67-5;Q96N67-6;Q96N67,,Rho GTPase regulation
Q96NB2,Mitochondrion,
Q96NC0,Nucleus,mRNA splicing
Q96ND0,Mitochondrion,
Q96NT0,,
Q96NW4,,
Q96NY7-2;Q96NY7,Cytoplasm,
Q96P11-2;Q96P11;Q96P11-4;Q96P11-5,,
Q96P16;Q96P16-3,,
Q96P48-3;Q96P48-2;Q96P48-7;Q96P48-5,Cytoplasm,
Q96P70,,
Q96PE3-3;Q96PE3;Q96PE3-2;Q96PE3-4,,
Q96PE7,Mitochondrion,
Q96PK6,,
Q96PP9,,
Q96PU4;Q96PU4-2,Nucleus,
Q96PU8-9;Q96PU8-8;Q96PU8-6;Q96PU8,,
Q96PV6-2,,
Q96PY5-3,Cytoplasm,
Q96PZ0,,
Q96Q05-3,ER,
Q96Q11-2;Q96Q11,Mitochondrion,
Q96Q15;Q96Q15-2;Q96Q15-3;Q96Q15-4,,
Q96Q89-3;Q96Q89;Q96Q89-2,,
Q96QC0,Nucleus,
Q96QD8;Q96QD8-2,,
Q96QD9,Nucleus,
Q96QE5,Mitochondrion,
Q96QG7;Q96QG7-2,Cytoplasm,
Q96QK1,Cytoplasm,
Q96QR8,Nucleus,
Q96QU8,,
Q96R06,Cytoplasm,
Q96RE7,,
Q96RL1;Q96RL1-3;Q96RL1-2,Nucleus,
Q96RL7-3;Q96RL7;Q96RL7-4,,
Q96RN5-3;Q96RN5-2;Q96RN5,,
Q96RP9,Mitochondrion,
Q96RQ1,,
Q96RQ3,Mitochondrion,
Q96RQ9;Q96RQ9-2,,
Q96RS6;Q96RS6-2;Q96RS6-3,,
Q96RT1-3;Q96RT1-9;Q96RT1-2;Q96RT1;Q96RT1-8;Q96RT1-5;Q96RT1-7,Nucleus,
Q96RT7-2;Q96RT7-3;Q96RT7,Cytoplasm,
Q96RU2-2;Q96RU2;Q96RU2-3,Nucleus,
Q96RU3-4;Q96RU3-3;Q96RU3-5;Q96RU3-2;Q96RU3,Cytoplasm,
Q96S19;Q96S19-3;Q96S19-5,,
Q96S44,Nucleus,
Q96S52;Q96S52-2,ER,
Q96S55-2;Q96S55;Q96S55-3,Nucleus,
Q96S59;Q96S59-2,,
Q96S66;Q96S66-2,,
Q96S82,,
Q96S97,,
Q96S99,,
Q96SB3,,
Q96SB4,,
Q96SB8;Q96SB8-2,Nucleus,
Q96SI9;Q96SI9-2,Cytoplasm,
Q96SK2-2;Q96SK2;Q96SK2-3,,
Q96SN8-3;Q96SN8;Q96SN8-2;Q96SN8-4,Cytoplasm,
Q96ST2;Q96ST2-2;Q96ST2-3,Nucleus,
Q96ST3,Nucleolus,
Q96SU4-7;Q96SU4-2;Q96SU4;Q96SU4-6;Q96SU4-3;Q96SU4-5;Q96SU4-4,,
Q96SY0;Q96SY0-4;Q96SY0-3,,
Q96SZ5,,
Q96T23;Q96T23-2;Q96T23-3,Nucleus,
Q96T37-4;Q96T37-2;Q96T37-3;Q96T37,Nucleus,
Q96T51;Q96T51-2,Cytoplasm,
Q96T58,Nucleus,
Q96T60;Q96T60-2,Nucleus,
Q96T76;Q96T76-8;Q96T76-9;Q96T76-5,,
Q96T88-2;Q96T88,Nucleus,
Q96TA1-2;Q96TA1,Cytoplasm,
Q96TA2-3,Mitochondrion,
Q96TC7;Q96TC7-2,,
Q99417,,
Q99426,Cytoplasm,
Q99436,,
Q99439;Q99439-2,,
Q99442,ER,
Q99447;Q99447-3,,
Q99459,,
Q99460;Q99460-2,,
Q99470,Secreted,
Q99471,,
Q99490,,
Q99497,,
Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4,,
Q99536;Q99536-3;Q99536-2,Mitochondrion,
Q99538;Q99538-2;Q99538-3,,
Q99541,,
Q99543,,
Q99547,,
Q99549;Q99549-2,Nucleus,
Q99567,Nucleus,
Q99570,,
Q99575,Nucleolus,
Q99584,Secreted,
Q99590;Q99590-2,Nucleus,
Q99598,,
Q99611,,
Q99613;Q99613-2;B5ME19,Cytoplasm,
Q99614,,
Q99615;Q99615-2,,
Q99622,Cytoplasm,
Q99623;Q99623-2,,
Q99627;Q99627-2,,
Q99643,Mitochondrion,complex II
Q99653,,
Q99661;Q99661-2,,
Q99685;Q99685-2,Cytoplasm,
Q99698,Cytoplasm,
Q99700-2;Q99700-4;Q99700;Q99700-5,Cytoplasm,
Q99707;Q99707-2,Cytoplasm,
Q99714;Q99714-2,Mitochondrion,
Q99715;Q99715-4;Q99715-2,Secreted,
Q99720;Q99720-3;Q99720-2;Q99720-5;Q99720-4,,
Q99729-3;Q99729-2,,hnRNP
Q99733;Q99733-2,Nucleus,
Q99735;Q99735-2,ER,
Q99747;Q99747-2,,
Q99755-3;Q99755,,
Q99757,Mitochondrion,
Q99766,Mitochondrion,ATP synthase
Q99797,Mitochondrion,
Q99798,Mitochondrion,
Q99805,,
Q99807;Q99807-2,Mitochondrion,
Q99808;Q99808-2,,
Q99816;Q99816-2,,
Q99828;Q99828-2,,
Q99829,,
Q99832;Q99832-3;Q99832-4;Q99832-2,Cytoplasm,
Q99836;Q99836-6;Q99836-2;Q99836-3,Cytoplasm,
Q99848,Nucleolus,nucleolar rRNA processing
Q99856,,
Q99873-4,,
Q99961;Q99961-3,Cytoplasm,
Q99973-2;Q99973,Nucleus,
Q99986,,
Q99996-3;Q99996-2;Q99996;Q99996-6;Q99996-5,Cytoplasm,
Q9BPW8,,
Q9BPX3,,
Q9BPX5,Cytoplasm,
Q9BPZ7-2;Q9BPZ7;Q9BPZ7-3;Q9BPZ7-5;Q9BPZ7-4;Q9BPZ7-6,Nucleus,
Q9BQ39,Nucleolus,
Q9BQ48,Mitochondrion,
Q9BQ52;Q9BQ52-4;Q9BQ52-2,,
Q9BQ61,,
Q9BQ67,Nucleolus,
Q9BQ69,Nucleus,
Q9BQ70,Nucleus,
Q9BQ75-2;Q9BQ75,,
Q9BQ95;Q9BQ95-4;Q9BQ95-2,,
Q9BQA1;Q9BQA1-2,,
Q9BQA9-2;Q9BQA9,,
Q9BQB6;Q9BQB6-3;Q9BQB6-2,ER,
Q9BQC3;Q9BQC3-2,,
Q9BQC6,Mitochondrion,
Q9BQE3,Cytoplasm,
Q9BQE4,ER,
Q9BQE5,Cytoplasm,
Q9BQG0;Q9BQG0-2,,nucleolar rRNA processing
Q9BQP7,Mitochondrion,
Q9BR61,Cytoplasm,
Q9BR76,Cytoplasm,
Q9BRA2,Cytoplasm,
Q9BRF8;Q9BRF8-2,Cytoplasm,
Q9BRG1,,
Q9BRJ2,Mitochondrion,
Q9BRJ6,,
Q9BRJ7;Q9BRJ7-2,Cytoplasm,
Q9BRK5,Cytoplasm,
Q9BRP1,,
Q9BRP4;Q9BRP4-2,,
Q9BRP8,,
Q9BRQ8,Mitochondrion,
Q9BRR6-2;Q9BRR6,Secreted,
Q9BRT2,Mitochondrion,
Q9BRT3,Cytoplasm,
Q9BRT6,Nucleolus,
Q9BRT8;Q9BRT8-2;Q9BRT8-3,,
Q9BRT9,,
Q9BRX2,,
Q9BRX5;Q9BRX5-3;Q9BRX5-2,Nucleus,
Q9BRX8-2;Q9BRX8,Secreted,
Q9BRZ2,Cytoplasm,
Q9BS26,ER,
Q9BS40,Cytoplasm,
Q9BSB4,Cytoplasm,
Q9BSC4;Q9BSC4-2;Q9BSC4-4,Nucleolus,
Q9BSD7,,
Q9BSF4,Mitochondrion,
Q9BSH4,Mitochondrion,
Q9BSH5,,
Q9BSJ2;Q9BSJ2-4,Cytoplasm,
Q9BSJ8,ER,
Q9BSR8,,
Q9BSV6,Nucleolus,
Q9BT09,ER,
Q9BT22;Q9BT22-2,ER,
Q9BT23,,
Q9BT40-2;Q9BT40,ER,
Q9BT73,,
Q9BT78;Q9BT78-2,,
Q9BTA9;Q9BTA9-2,Nucleus,
Q9BTC0,,
Q9BTC8;Q9BTC8-2,Nucleus,
Q9BTD8-4;Q9BTD8-2;Q9BTD8-3;Q9BTD8,,
Q9BTE1;Q9BTE1-2;Q9BTE1-3,Cytoplasm,
Q9BTE3,Nucleus,
Q9BTE6;Q9BTE6-2,Cytoplasm,
Q9BTE7,,
Q9BTL3,Nucleus,
Q9BTM9;Q9BTM9-2;Q9BTM9-3,Cytoplasm,
Q9BTT0;Q9BTT0-2,,
Q9BTU6,Mitochondrion,
Q9BTV4,,
Q9BTW9,Cytoplasm,
Q9BTX1-5;Q9BTX1-2;Q9BTX1;Q9BTX1-6;Q9BTX1-3;Q9BTX1-4,Nucleus,
Q9BTY7,,
Q9BTZ2;Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2-7;Q9BTZ2-2,Nucleus,
Q9BU23-2;Q9BU23;Q9BU23-3,ER,
Q9BU61;Q9BU61-2,,
Q9BU76;Q9BU76-4;Q9BU76-3,,
Q9BU89,,
Q9BUB7;Q9BUB7-2,Mitochondrion,
Q9BUE0,Nucleus,
Q9BUF5,Cytoplasm,
Q9BUH6,Nucleus,
Q9BUI4,Nucleus,
Q9BUJ2-2;Q9BUJ2;Q9BUJ2-4;Q9BUJ2-3,Nucleus,
Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-7,Mitochondrion,
Q9BUL8,Cytoplasm,
Q9BUN8;Q9BUN8-2,ER,
Q9BUP3-3,,
Q9BUQ8,Nucleus,mRNA splicing
Q9BUR5;Q9BUR5-2,,
Q9BUT1;Q9BUT1-2;Q9BUT1-3,Cytoplasm,
Q9BV19,,
Q9BV20;Q9BV20-2,,
Q9BV23,Mitochondrion,
Q9BV38,,
Q9BV40,,
Q9BV44,,
Q9BV57;Q9BV57-2,,
Q9BV68;Q9BV68-2,,
Q9BV73;Q9BV73-2,Cytoplasm,
Q9BV79;Q9BV79-2,,
Q9BV81,,
Q9BV86;Q9BV86-2,Nucleus,
Q9BVA1,Cytoplasm,
Q9BVC5,,
Q9BVC6,,
Q9BVG4,,
Q9BVI4,Nucleolus,
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2,Nucleolus,
Q9BVJ7,,
Q9BVK6,ER,
Q9BVL2-2;Q9BVL2-3;Q9BVL2,Nucleus,
Q9BVL4,,
Q9BVM2,,
Q9BVM4,,
Q9BVP2-2;Q9BVP2,Nucleolus,
Q9BVQ7;Q9BVQ7-2,Cytoplasm,
Q9BVS4;Q9BVS4-2,,
Q9BVV7,Mitochondrion,
Q9BW19,,
Q9BW27,,
Q9BW60;Q9BW60-2,ER,
Q9BW61,,
Q9BW71;Q9BW71-2,Nucleus,
Q9BW83;Q9BW83-2,,
Q9BW91-2;Q9BW91,Mitochondrion,
Q9BW92;Q9BW92-2,Mitochondrion,
Q9BWD1,Cytoplasm,
Q9BWE0;Q9BWE0-4,Nucleus,
Q9BWF3;Q9BWF3-4;Q9BWF3-3;Q9BWF3-2,,mRNA splicing
Q9BWH2,,
Q9BWH6;Q9BWH6-3,Nucleus,
Q9BWJ5,Nucleus,mRNA splicing
Q9BWM7,Mitochondrion,
Q9BWS9;Q9BWS9-2,Secreted,
Q9BWU0,,
Q9BX40;Q9BX40-2,,
Q9BX68,Mitochondrion,
Q9BXB4,,
Q9BXJ9;Q9BXJ9-4,,
Q9BXK5,,
Q9BXL7,Cytoplasm,
Q9BXP2,,
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5,,
Q9BXR0;Q9BXR0-2,Mitochondrion,
Q9BXS5;Q9BXS5-2,,
Q9BXS6-2;Q9BXS6-7,,
Q9BXW7-2;Q9BXW7,,
Q9BXW9;Q9BXW9-1;Q9BXW9-3,Nucleus,
Q9BXY0,Nucleolus,
Q9BY32;Q9BY32-3;Q9BY32-2,Cytoplasm,
Q9BY42,,
Q9BY43,,
Q9BY44;Q9BY44-3;Q9BY44-4;Q9BY44-2,,
Q9BY50,ER,
Q9BY77,,
Q9BYB4;Q9BYB4-2,,
Q9BYC5;Q9BYC5-2;Q9BYC5-3,,
Q9BYC8,Mitochondrion,
Q9BYC9,Mitochondrion,
Q9BYD1,Mitochondrion,
Q9BYD2,Mitochondrion,
Q9BYD3;Q9BYD3-2,Mitochondrion,
Q9BYD6,Mitochondrion,
Q9BYG3,Nucleolus,
Q9BYJ9,Cytoplasm,
Q9BYK8;Q9BYK8-2;Q9BYK8-4,Nucleus,
Q9BYM8;Q9BYM8-3,,
Q9BYN0,Cytoplasm,
Q9BYN8,Mitochondrion,
Q9BYT8,Mitochondrion,
Q9BYW2;Q9BYW2-2,Nucleus,
Q9BYX4,,
Q9BZ29-4;Q9BZ29-3;Q9BZ29,,
Q9BZD4,Nucleus,
Q9BZE1,Mitochondrion,
Q9BZE4;Q9BZE4-2,Nucleolus,
Q9BZE9;Q9BZE9-2;Q9BZE9-3,,
Q9BZF1;Q9BZF1-3;Q9BZF1-2,,
Q9BZF9;Q9BZF9-2,,
Q9BZG1;Q9BZG1-4;Q9BZG1-2,Cytoplasm,
Q9BZG8;Q9BZG8-2,,
Q9BZH6,,
Q9BZI7;Q9BZI7-2,,
Q9BZJ0-3;Q9BZJ0,,
Q9BZK7,Nucleus,
Q9BZL1,Cytoplasm,
Q9BZL6;Q9BZL6-2,,
Q9BZQ8,Cytoplasm,
Q9BZV1,,
Q9BZX2,,
Q9BZZ5-2;Q9BZZ5-3;Q9BZZ5-5;Q9BZZ5-1,,
Q9C005,Nucleus,
Q9C037,Cytoplasm,
Q9C0B1,Nucleus,
Q9C0C2,,
Q9C0C9,,
Q9C0D3,,
Q9C0D5;Q9C0D5-2,,
Q9C0E2,,
Q9C0E8;Q9C0E8-4;Q9C0E8-3,ER,
Q9C0I1;Q9C0I1-3;Q9C0I1-2,Cytoplasm,
Q9C0J8,Nucleus,
Q9GZL7,Nucleolus,nucleolar rRNA processing
Q9GZM5,Cytoplasm,
Q9GZN8,,
Q9GZP4;Q9GZP4-2,,
Q9GZQ3,,
Q9GZQ8;A6NCE7,Cytoplasm,
Q9GZR2,Nucleolus,
Q9GZR7,,
Q9GZS1-2;Q9GZS1,Nucleolus,
Q9GZS3,,
Q9GZT3-2;Q9GZT3,,
Q9GZT4,,
Q9GZT8-2;Q9GZT8;Q9GZT8-3,,
Q9GZT9;Q9GZT9-2;Q9GZT9-3,,
Q9GZU8,Nucleus,
Q9GZY8;Q9GZY8-4;Q9GZY8-3,Mitochondrion,
Q9GZZ1;Q9GZZ1-2,,
Q9GZZ9;Q9GZZ9-2,,
Q9H000;Q9H000-2,,
Q9H061;Q9H061-2,Mitochondrion,
Q9H074;Q9H074-2,Cytoplasm,
Q9H078-2;Q9H078;Q9H078-3;Q9H078-5,Mitochondrion,
Q9H082,,
Q9H089,,
Q9H098-2,,
Q9H0A0;Q9H0A0-2,Nucleolus,nucleolar rRNA processing
Q9H0A8;Q9H0A8-2,,
Q9H0B6;Q9H0B6-2,Cytoplasm,
Q9H0C8,Cytoplasm,
Q9H0D6;Q9H0D6-2,Nucleolus,
Q9H0E2;Q9H0E2-2,Cytoplasm,
Q9H0E3;Q9H0E3-3;Q9H0E3-2,Nucleus,
Q9H0H0,Nucleus,
Q9H0H5,,
Q9H0J9,Nucleus,
Q9H0L4,Nucleus,
Q9H0N5,,
Q9H0P0-1,ER,
Q9H0R4,,
Q9H0R6;Q9H0R6-2,Mitochondrion,
Q9H0S4;Q9H0S4-2,Nucleolus,
Q9H0U3,ER,
Q9H0U4,Cytoplasm,
Q9H0U6,Mitochondrion,
Q9H0V9;Q9H0V9-2;Q9H0V9-3,ER,
Q9H0W8;Q9H0W8-2,,
Q9H0W9-2;Q9H0W9;Q9H0W9-3,Nucleus,
Q9H147,Nucleus,
Q9H173,ER,
Q9H1A4,,
Q9H1B7,Nucleus,
Q9H1E3;Q9H1E3-2,Nucleus,
Q9H1E5,,
Q9H1I8;Q9H1I8-3,Nucleus,
Q9H1K1;Q9H1K1-2,,
Q9H1Y0;Q9H1Y0-2,Cytoplasm,
Q9H1Z4;Q9H1Z4-2,Nucleus,
Q9H201;Q9H201-2,,
Q9H223,,
Q9H267;Q9H267-2,,
Q9H269;Q9H269-2,,
Q9H270,,
Q9H299,,
Q9H2C0,Cytoplasm,
Q9H2D6;Q9H2D6-3,,
Q9H2G2,Cytoplasm,
Q9H2H8,,
Q9H2H9,,
